사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2019-11,8호선,2813,강동구청,22,0,"4,976",940,"10,782","5,761","33,384","14,288","46,977","35,104","27,742","15,584","17,760","12,362","15,668","10,533","16,204","11,493","16,761","14,497","15,131","15,176","15,078","16,832","17,543","20,756","21,399","25,276","29,946","37,782","12,238","30,699","8,748","18,505","7,592","16,770","5,857","16,895","2,111","9,734",343,"3,225",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2814,몽촌토성(평화의문),2,0,"1,666","1,267","3,149","5,066","9,280","8,874","15,098","28,492","9,952","17,694","7,171","10,437","7,669","9,943","8,266","9,988","8,728","10,043","9,916","9,520","11,308","9,365","13,155","10,212","16,916","11,445","24,147","14,721","10,677","11,107","8,290","7,023","7,697","6,162","5,814","6,266","3,018","3,449",401,"1,312",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2815,잠실(송파구청),14,0,"1,536","2,079","4,061","10,636","8,906","29,840","14,684","78,858","12,590","49,374","10,991","30,212","13,797","34,378","17,041","34,186","21,592","35,781","26,312","34,413","32,102","34,772","38,190","35,596","49,602","39,693","72,353","48,764","45,881","30,247","41,873","14,658","37,911","11,178","31,186","8,127","10,987","4,407","1,597","1,681",1,86,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2816,석촌,1,0,"3,090",621,"5,856","3,715","18,229","7,871","28,720","23,987","17,143","19,310","11,807","13,268","11,768","12,267","13,177","14,135","13,434","14,773","12,660","14,913","13,192","15,764","14,339","17,712","17,510","21,826","21,331","31,987","11,985","23,994","9,569","14,542","10,119","13,441","8,565","12,090","3,648","7,969",592,"2,689",1,118,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2817,송파,0,0,"3,086",747,"10,788","4,117","35,372","14,219","45,157","21,452","26,643","11,785","18,008","8,905","15,768","8,281","18,117","9,991","16,213","12,178","14,225","13,758","14,931","15,197","17,974","19,084","17,676","22,710","19,756","32,882","10,004","28,474","7,172","17,214","6,307","17,494","4,164","15,405","1,850","10,626",291,"2,766",0,235,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2818,가락시장,10,0,"2,678","2,414","5,405","6,567","10,802","13,153","15,907","40,169","11,985","19,498","11,378","13,581","11,960","13,637","12,364","13,374","13,371","13,753","14,490","13,565","15,792","13,974","16,687","15,828","20,057","20,344","29,762","28,407","15,112","20,455","13,037","12,104","14,201","10,025","12,090","8,865","5,694","5,449","1,016","2,772",2,608,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2819,문정,6,0,"2,545","2,385","6,735","10,281","25,577","34,152","36,249","166,687","22,932","78,664","18,646","29,853","18,745","21,718","21,619","21,227","25,113","23,754","27,021","21,629","30,266","22,464","32,366","22,636","57,389","26,890","129,937","35,625","46,896","29,343","29,860","17,434","27,033","14,723","18,804","15,072","7,660","8,381","1,131","3,013",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2820,장지,3,0,"5,149","1,893","17,163","9,391","55,035","19,977","68,064","54,076","38,402","37,125","25,009","24,219","23,213","23,611","25,016","27,941","26,818","27,286","25,354","27,838","29,447","30,203","36,715","32,971","42,799","40,061","60,494","59,181","33,209","46,513","25,129","26,966","27,132","24,202","19,491","22,947","5,666","14,482",968,"4,666",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2821,복정,3,0,"3,754","2,141","11,717","9,178","36,210","12,713","48,444","24,350","29,162","19,984","17,665","12,571","15,090","9,902","17,146","12,053","16,596","12,138","17,035","12,400","18,254","13,398","23,715","16,698","29,702","23,310","31,977","35,058","17,777","30,837","12,071","19,602","9,488","16,796","8,294","16,135","3,299","7,929",617,"1,817",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2822,산성,33,0,"4,982","1,268","8,445","7,808","20,886","4,601","27,939","11,718","16,094","7,876","10,086","7,364","8,615","5,518","9,648","5,967","8,962","6,510","8,469","6,671","9,444","8,949","12,922","11,045","14,638","13,248","9,587","19,749","4,764","17,234","3,282","12,217","2,412","11,809","1,609","11,494",828,"6,613",184,"2,034",0,13,1,1,0,0,2019-12-03 11:43:20
2019-11,8호선,2823,남한산성입구(성남법원.검찰청),49,2,"10,461","1,492","21,541","5,280","54,727","12,065","74,686","35,295","39,170","34,487","24,148","18,728","22,434","12,609","23,963","16,553","21,943","19,315","20,074","15,689","23,540","19,821","27,674","23,963","30,888","28,875","29,283","46,643","13,958","41,047","9,404","25,369","7,729","25,134","5,431","25,886","2,633","15,711",424,"4,952",1,20,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2824,단대오거리,13,0,"9,682","1,690","16,006","5,617","39,100","11,583","49,967","23,122","27,012","13,281","18,175","9,273","16,761","8,547","18,759","10,974","17,299","11,620","15,115","12,666","17,090","16,610","19,059","20,935","22,255","25,142","25,261","39,070","12,763","33,464","8,361","22,166","6,779","19,407","5,599","19,151","2,528","12,630",521,"3,584",1,139,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2825,신흥,0,0,"4,115",634,"6,487","2,623","13,524","3,367","17,997","6,123","11,425","6,156","7,868","5,550","7,720","5,967","8,020","7,397","7,747","9,071","8,040","9,491","8,461","10,634","9,815","12,220","9,939","14,007","9,144","18,927","5,802","16,221","5,037","10,360","4,268","9,427","3,304","7,760","1,571","5,306",285,"1,566",1,185,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2826,수진,1,0,"4,022",622,"6,520","2,802","16,089","4,547","23,361","14,118","13,992","8,298","10,234","6,870","9,428","7,278","11,414","6,585","10,646","10,090","9,028","10,106","10,753","9,598","12,872","10,748","12,496","11,668","9,988","17,254","5,936","14,650","4,820","8,849","4,798","8,453","3,349","8,225","1,605","5,257",243,"1,816",3,233,0,0,0,0,2019-12-03 11:43:20
2019-11,8호선,2827,모란,10,0,"2,202",553,"2,903","3,447","9,932","4,929","13,441","9,306","7,980","6,047","7,072","5,622","7,340","6,725","9,325","6,660","10,289","7,021","10,264","6,723","10,860","6,833","12,801","7,938","12,186","8,487","11,834","10,481","7,252","7,766","4,817","4,884","4,850","4,772","4,232","4,053","2,589","2,530",650,"1,439",0,432,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4101,개화,15,0,"2,436",208,"7,393","2,664","15,653","3,548","10,557","6,169","5,493","2,750","4,289","2,350","3,557","2,507","3,454","2,363","3,084","2,440","3,131","2,461","3,679","3,092","4,889","3,160","7,022","3,800","7,585","5,990","3,308","6,444","2,184","4,131","1,606","2,917",673,"2,898",334,"1,989",122,925,1,97,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4102,김포공항,27,0,"1,861","2,995","4,216","14,945","10,556","20,519","14,339","24,432","11,751","21,060","10,893","22,234","13,067","24,510","13,574","27,066","16,061","28,586","18,498","27,819","22,121","26,271","19,395","30,439","23,973","34,769","30,244","37,891","21,921","25,264","20,579","10,273","18,140","6,475","19,546","5,094","6,161","3,453",286,"2,194",0,196,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4103,공항시장,3,1,"3,037",295,"4,878","1,345","9,119","1,887","10,588","4,061","6,712","3,751","4,981","3,746","4,573","3,573","5,347","3,540","5,259","4,356","4,735","5,049","4,985","5,513","5,162","7,091","5,048","7,950","4,879","10,865","3,070","11,000","2,768","6,765","2,171","6,490","1,716","6,337",921,"4,729",174,"1,777",0,121,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4104,신방화,5,0,"4,722",624,"12,235","2,603","29,255","5,589","30,918","11,856","17,424","7,006","12,953","5,972","11,172","6,536","11,921","7,934","11,891","8,640","9,977","9,207","10,126","11,937","11,993","13,720","10,647","16,297","10,857","25,086","6,289","24,301","5,049","14,846","4,373","13,048","3,596","13,225","1,520","9,275",263,"3,443",0,35,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4105,마곡나루,5,0,"4,135",704,"9,014","7,051","27,949","11,639","31,759","32,410","16,571","18,873","11,794","10,851","12,076","9,918","13,654","10,967","14,197","11,798","13,761","12,695","15,391","13,064","17,969","14,788","25,789","20,666","33,654","32,498","16,883","31,179","14,187","18,034","13,773","17,919","11,169","17,498","6,316","11,873",978,"4,409",1,166,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4106,양천향교,4,0,"4,922","1,049","9,256","7,358","28,267","10,656","30,964","34,904","17,812","15,061","12,767","8,893","13,174","8,284","14,266","9,444","13,425","10,024","12,986","11,452","13,445","11,882","16,633","12,968","20,702","17,808","29,295","25,825","12,039","26,893","7,944","16,514","7,507","17,023","5,060","16,196","2,334","11,478",495,"3,752",1,116,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4107,가양,75,0,"15,019","1,863","26,029","9,112","78,397","26,068","89,415","44,265","49,162","28,695","36,760","21,217","33,702","19,440","37,050","20,276","33,118","28,049","29,830","28,504","31,468","32,105","34,756","38,411","43,272","46,047","47,357","71,122","24,221","68,574","16,987","42,682","15,188","36,936","11,717","38,557","4,742","26,432",842,"8,603",0,278,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4108,증미,0,0,"2,497",761,"7,132","3,099","20,282","6,593","21,411","32,644","11,997","11,925","9,926","7,217","9,609","7,583","9,881","7,861","10,223","8,350","9,329","9,937","10,465","11,247","11,054","12,066","14,517","13,148","30,640","20,418","9,540","18,569","6,382","10,399","5,604","9,088","4,235","8,562","1,698","6,391",183,"1,974",0,4,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4109,등촌,12,0,"5,417",988,"13,046","5,459","37,632","7,534","45,933","18,667","24,355","12,866","18,413","10,228","17,482","9,950","18,226","12,747","17,556","14,388","15,767","16,013","15,968","18,942","18,623","20,122","19,346","26,375","19,603","38,983","9,630","37,501","7,463","19,839","6,343","20,084","5,236","17,035","2,707","10,884",478,"3,397",1,3,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4110,염창,22,0,"11,712",657,"26,581","4,578","79,941","8,611","95,150","23,551","50,502","12,844","31,670","11,412","27,235","11,494","27,542","15,180","25,627","17,119","20,296","18,778","19,659","24,213","21,061","29,418","24,703","42,390","28,543","69,910","15,048","67,020","11,325","42,289","9,955","38,859","8,068","38,716","4,082","27,408",760,"9,316",2,"1,022",1,1,0,0,2019-12-03 11:43:20
2019-11,9호선,4111,신목동,1,0,"2,050",346,"6,052","2,051","19,049","3,152","20,094","5,634","10,198","3,626","7,264","2,595","6,410","2,894","7,003","3,856","5,608","5,946","4,968","4,798","5,075","5,205","6,347","7,057","7,711","8,482","6,338","14,325","3,249","12,095","2,501","8,090","2,170","7,279","2,034","7,694",825,"5,257",220,"1,688",3,127,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4112,선유도,1,0,"2,234","1,321","5,013","4,426","18,449","10,271","21,390","36,485","11,223","14,435","8,351","7,728","8,613","6,811","9,661","6,875","9,094","8,162","8,567","7,885","9,396","8,221","12,201","10,900","19,039","11,986","34,446","18,758","12,741","15,695","7,596","9,382","6,568","8,127","4,922","8,313","2,137","5,541",465,"1,756",0,124,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4113,당산,30,0,"7,913","1,735","17,818","6,913","50,299","16,101","64,756","44,628","39,593","25,970","29,015","18,071","29,132","19,493","31,423","21,148","30,211","23,549","27,605","24,332","27,873","27,538","30,571","31,707","39,445","44,063","51,460","66,380","29,211","54,654","21,625","36,256","21,348","34,947","18,913","34,989","9,560","23,123","1,752","6,965",1,297,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4114,국회의사당,7,0,"1,234","1,893","2,206","11,064","4,110","43,062","7,300","146,865","8,162","71,648","10,226","29,909","14,492","24,621","19,559","25,922","22,995","27,023","27,809","21,157","32,465","16,534","38,476","15,857","73,144","20,220","124,040","19,683","46,887","10,206","30,516","5,900","32,973","4,679","21,696","4,058","6,488","2,551","1,002",980,1,2,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4115,여의도,16,1,"2,456","2,254","4,386","25,304","9,647","116,092","13,483","168,431","13,927","68,388","17,025","28,768","21,953","27,230","22,720","25,794","28,574","30,103","29,557","25,119","34,951","23,735","47,135","26,152","116,495","28,100","148,185","30,401","65,074","21,284","47,169","11,806","42,907","9,562","28,386","9,707","10,061","5,903","1,447","2,389",0,302,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4116,샛강,11,0,"1,247",951,"2,275","4,295","4,495","12,759","6,159","26,118","5,369","13,179","5,018","8,648","6,327","8,107","6,972","7,503","7,747","8,256","8,647","7,999","10,326","7,758","11,201","8,167","18,342","10,179","28,330","14,024","10,966","9,764","9,694","4,858","8,348","4,213","6,493","3,908","3,192","2,401",744,964,1,62,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4117,노량진,218,0,"17,164","2,489","23,722","21,559","63,640","50,438","101,370","80,500","58,349","49,237","37,072","35,206","36,317","35,962","42,691","44,054","49,047","47,664","43,935","41,639","45,523","44,186","49,933","54,337","60,968","76,510","76,152","118,657","44,234","83,772","44,082","49,369","52,354","47,392","65,265","46,213","23,647","30,559","2,463","9,047",0,256,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4118,노들,4,0,"3,743",270,"5,711","1,285","17,905","3,029","21,431","4,614","12,561","4,673","9,436","4,552","7,885","4,075","8,139","4,720","8,697","5,393","6,924","6,050","6,794","7,288","7,145","8,864","7,562","10,399","7,576","15,766","4,172","13,423","3,218","8,666","3,575","8,010","2,541","7,731","1,101","5,024",217,"1,565",2,56,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4119,흑석(중앙대입구),9,1,"3,703",965,"6,152","4,973","17,741","12,314","25,105","33,233","17,826","24,569","14,729","22,220","15,295","17,470","23,643","20,248","20,165","17,056","18,221","16,691","22,770","16,979","31,480","18,043","32,585","23,256","28,068","34,075","16,384","26,056","14,140","16,463","14,613","14,358","12,732","15,000","7,381","11,617","1,669","3,620",1,69,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4120,동작(현충원),4,0,"1,182",296,"1,574","1,378","5,264","1,860","7,848","3,376","4,623","3,344","3,100","3,098","3,804","2,365","4,321","2,602","3,664","3,125","3,825","3,065","4,293","2,978","5,530","2,640","5,210","3,165","4,241","4,719","2,294","3,480","1,769","2,252","1,480","2,326","1,247","2,508",591,"1,566",135,"1,322",5,341,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4121,구반포,3,0,648,176,"1,827","2,128","4,618","3,409","6,756","6,791","4,947","6,181","4,001","5,496","4,306","5,925","5,434","6,178","6,719","6,923","6,886","6,413","6,904","5,979","7,408","7,605","8,085","7,939","9,873","9,866","5,977","7,729","4,471","4,493","4,686","3,848","4,238","3,652","1,171","2,164",185,789,0,49,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4122,신반포,2,1,504,263,"1,802","2,778","5,787","7,039","9,195","9,187","6,739","6,699","4,993","5,079","4,619","4,058","5,583","4,023","5,961","5,344","5,095","5,223","6,665","5,478","7,914","6,203","8,926","6,883","9,414","8,447","5,517","7,049","3,887","4,123","3,422","3,596","2,448","3,681",894,"2,385",197,838,1,24,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4123,고속터미널,12,1,"2,169","1,520","4,984","16,157","14,929","23,117","22,410","33,190","18,107","36,096","15,493","38,501","17,957","45,069","22,353","45,117","26,214","46,379","28,997","49,238","33,159","51,045","37,629","53,691","39,603","56,745","39,577","62,002","34,853","42,238","32,520","27,987","27,358","22,118","20,641","19,852","7,730","12,174","1,011","2,453",2,50,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4124,사평,13,0,723,185,"2,996","2,268","10,329","4,575","12,523","7,020","8,061","3,651","5,613","3,049","5,283","2,612","5,441","4,629","5,368","5,539","4,606","5,139","5,769","6,291","7,613","6,535","7,897","8,354","8,313","11,619","4,636","8,713","2,928","5,660","2,253","5,463","1,876","5,146",724,"2,922",168,"1,052",0,20,0,0,0,0,2019-12-03 11:43:20
2019-11,9호선,4125,신논현,23,0,"6,105","2,041","14,983","16,964","33,711","45,619","49,287","107,410","37,417","108,790","30,439","59,913","35,024","50,918","42,459","49,824","49,001","55,323","50,911","54,601","57,683","53,686","67,488","55,408","90,322","78,486","124,925","119,775","87,927","89,439","69,897","42,327","79,655","34,337","79,717","28,829","40,935","19,421","7,641","4,934",8,323,0,0,0,0,2019-12-03 11:43:20
2019-11,공항철도 1호선,4201,서울역,82,1,"5,817","1,435","6,756","14,175","14,301","20,188","21,936","30,051","19,314","26,391","19,243","22,431","25,981","21,902","27,996","24,259","28,225","20,979","21,923","21,085","33,322","20,239","31,623","23,296","35,544","23,812","38,417","26,903","29,957","21,599","22,217","15,915","22,479","13,565","16,411","10,360","8,640","5,944",172,"3,380",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,공항철도 1호선,4202,공덕,73,1,"1,665",147,"2,521","1,182","6,003","3,150","6,309","10,715","4,277","6,012","3,193","3,688","3,318","3,900","3,681","4,275","3,439","4,436","3,276","4,158","3,478","4,746","4,025","5,597","5,245","7,485","9,367","12,376","4,668","8,857","3,543","5,561","3,481","5,213","2,690","5,741","1,662","4,056",84,"1,620",1,1,0,0,0,0,2019-12-03 11:43:20
2019-11,공항철도 1호선,4203,홍대입구,249,12,"5,444",571,"6,705","3,395","11,922","8,790","17,068","23,298","15,575","24,339","16,311","18,471","16,682","18,531","16,898","23,636","17,327","24,244","18,270","24,277","21,083","24,217","25,303","25,248","31,192","31,580","36,964","42,206","28,374","32,365","26,108","18,891","31,223","16,038","32,880","14,010","16,805","11,956","1,664","3,527",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,공항철도 1호선,4204,디지털미디어시티,66,2,"3,687",879,"6,971","6,040","18,800","24,127","21,711","92,346","12,614","45,664","9,630","17,385","10,897","13,373","13,415","13,774","14,285","16,542","14,586","12,893","17,246","12,248","21,634","12,733","40,400","15,979","96,797","23,761","38,280","17,003","22,331","10,167","20,130","8,696","16,208","8,105","7,897","5,649",846,"3,011",0,0,0,0,0,0,2019-12-03 11:43:20
